IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP19,DEC_TP6019,DEC_Q119,DEC_MED19,DEC_Q319,DEC_EQ19,DEC_D119,DEC_D219,DEC_D319,DEC_D419,DEC_D619,DEC_D719,DEC_D819,DEC_D919,DEC_RD19,DEC_S80S2019,DEC_GI19,DEC_PACT19,DEC_PTSA19,DEC_PCHO19,DEC_PBEN19,DEC_PPEN19,DEC_PAUT19,DEC_NOTE19
141181403,Pierre Heuze Sud,14118,Caen,28.7,57.8,4450,10590,17830,1.26,0,2780,5510,7460,13720,16120,20910,27300,NA,59.8,0.477,59.9,52,6.5,1.4,38.8,1.3,0
141181501,Saint-Jean Eudes,14118,Caen,41.9,43.5,7630,15080,22670,1,940,5370,9020,11980,18100,21310,24720,33830,36,24.4,0.462,68,58.3,4.6,5.1,28.7,3.3,0
141181502,Saint-Gilles,14118,Caen,64.8,19.4,15520,25100,38760,0.93,7010,13190,17820,21130,29140,34060,43020,56400,8,11.6,0.428,73.9,58.1,3.2,12.6,20.3,5.8,0
141181503,Quartier Calmette,14118,Caen,63.9,22.1,14300,22940,32580,0.8,7300,12340,15970,19230,26460,30040,35360,46330,6.3,7.7,0.353,66.3,57.9,2.5,5.9,29.9,3.8,0
141181601,Le Port,14118,Caen,63.6,20.7,15030,22220,32310,0.78,6870,12660,16540,19240,25510,29670,35370,47500,6.9,9.7,0.396,66,57.6,3.1,5.3,27.1,6.9,0
141181701,Le Marais,14118,Caen,50.9,26.6,12110,19210,25880,0.72,2850,9890,14330,16980,21590,24450,27540,32840,11.5,10.1,0.342,66.2,60.1,4,2.1,29.3,4.5,0
141181702,La Demi-Lune,14118,Caen,49.5,29.3,11490,18640,26380,0.8,5160,9550,13540,16210,21710,24580,28050,34540,6.7,8.6,0.343,66.6,59,3.5,4.1,31.3,2.1,0
141181703,Claude Decaen,14118,Caen,52.1,25.8,12650,20070,27320,0.73,6680,10510,14280,17180,22410,25580,29600,35950,5.4,7.4,0.333,74.1,66.2,3.7,4.2,23.4,2.5,0
141181704,Sainte-Thérèse,14118,Caen,61.5,13.7,16920,24360,33310,0.67,10530,15360,18530,21310,27170,30630,36060,46000,4.4,5.7,0.321,66.9,57.9,2.6,6.4,28.6,4.5,0
141181801,La Guérinière Est,14118,Caen,15.9,73.1,2090,7680,13450,1.48,0,820,2930,5470,9870,12240,15000,18270,NA,254.1,0.472,59.6,50.5,8.2,0.9,40.1,0.3,0
141181802,La Guérinière Ouest,14118,Caen,NA,NA,3370,8590,15800,1.45,0,1790,4680,6110,11370,14460,17370,22030,NA,75.1,0.467,72.3,63.8,7.8,0.7,27.3,0.4,0
141181901,La Grâce de Dieu Sud,14118,Caen,36.2,57.2,5450,11240,18940,1.2,0,3220,6610,8870,13730,16960,20550,24980,NA,45.1,0.426,74.8,68.1,5.9,0.8,24.8,0.4,0
141181902,La Grâce de Dieu Est,14118,Caen,58,18.2,15160,22330,31020,0.71,8840,13920,17020,19950,25340,28650,33590,40320,4.6,6,0.314,63,57,2.8,3.2,32.7,4.3,0
141181903,La Grace de Dieu Ouest,14118,Caen,35,50.5,5800,12830,20240,1.13,1020,3760,7140,9990,15460,18890,21980,28000,27.4,23.4,0.432,65.3,58.2,5.1,2,32.8,1.9,0
141182002,Hameau de la Folie Couvrechef,14118,Caen,62,19.1,16490,24160,31700,0.63,7740,13380,18300,21070,26730,29810,34050,42730,5.5,9,0.379,60.5,47.6,2.3,10.6,34.8,4.7,0
141182004,Quartier des Boutiques,14118,Caen,39.2,45.1,7710,14250,20080,0.87,2640,6380,9180,11660,16110,18790,21770,29080,11,11.4,0.37,60.2,53.6,4.8,1.8,38.7,1.1,0
141182006,ZAC de la Folie Couvrechef Est,14118,Caen,53.4,29.4,11520,19150,28320,0.88,5420,9380,13110,16220,23080,26330,31040,39780,7.3,9,0.359,60.9,55.5,3.2,2.2,37,2.1,0
141182007,ZAC de la Folie Couvrechef Ouest,14118,Caen,54.7,32.3,10420,17820,25720,0.86,3600,8550,12180,14970,20930,23850,27510,35210,9.8,10.6,0.362,77.5,72.2,3.5,1.8,21,1.5,0
143270102,Bourg et Quartier Montmorency Nord,14327,Hérouville-Saint-Clair,60.7,18.7,14960,21960,29820,0.68,8380,13520,16370,19250,24340,27680,32240,38940,4.6,6,0.322,61.8,52.5,2.7,6.6,34.8,3.4,0
143270103,Bourg et Quartier Montmorency Sud,14327,Hérouville-Saint-Clair,58.3,21.2,14430,21610,28350,0.64,7810,12200,16090,18660,23910,26690,30390,37370,4.8,6.3,0.315,63.7,57.3,3.3,3.1,33.8,2.5,0
143270201,Quartier Belles Portes 1re Partie,14327,Hérouville-Saint-Clair,NA,76.6,2810,7680,12620,1.28,0,1140,4000,5830,8950,11170,13820,17360,NA,122.1,0.455,70.1,NA,NA,NA,29.8,0.1,0
143270202,Quartier Belles Portes 2e Partie Savary,14327,Hérouville-Saint-Clair,57,21.4,14160,19630,25800,0.59,7970,12440,15260,17620,21460,24320,28230,33230,4.2,5.1,0.287,64,58.5,3.3,2.2,34.1,1.9,0
143270301,Quartier Grand Parc Nord,14327,Hérouville-Saint-Clair,41.2,51.6,6510,12080,20760,1.18,2320,5010,7450,9030,16010,19180,23040,28100,12.1,16,0.422,72.1,64.7,4.8,2.6,26,1.9,0
143270302,Quartier Grand Parc Sud,14327,Hérouville-Saint-Clair,36.9,48.2,7140,13700,20080,0.94,2060,5890,8510,10700,16370,18600,21850,26980,13.1,13.1,0.382,65.5,58.5,5.3,1.7,33.8,0.7,0
143270401,Quartier Haute Folie et Centre Ville,14327,Hérouville-Saint-Clair,36.8,48.9,7020,13190,19550,0.95,860,5350,8040,10690,15650,18030,20770,25090,29.3,16.3,0.385,70.8,63.8,5.3,1.7,28.6,0.6,0
143270501,Quartier Grande Delle,14327,Hérouville-Saint-Clair,42,49.3,6520,13090,20380,1.06,1210,5000,8070,10600,16570,19090,21810,26600,22,17,0.392,62.5,56.8,4.6,1.1,36.6,0.9,0
143270503,Hameau et Quartier de Lébisey,14327,Hérouville-Saint-Clair,71.9,14.7,17360,26200,37000,0.75,9860,15740,18890,22550,30240,34210,40550,52800,5.4,7,0.362,73.5,62.1,2.5,8.9,20.8,5.7,0
143270601,Quartier du Bois,14327,Hérouville-Saint-Clair,45.7,34.2,10310,16880,24030,0.81,5790,9040,11790,14530,19330,22230,26630,32920,5.7,7.4,0.342,63,57.1,4,1.9,35.6,1.4,0
143270602,Quartier du Val Ouest,14327,Hérouville-Saint-Clair,30.8,58.9,6320,11500,17990,1.01,1600,5360,7360,9140,13280,16370,19700,22910,14.3,12.6,0.374,63.8,57.1,6.3,0.4,35.7,0.5,0
143410103,Ifs Centre,14341,Ifs,57.6,26.9,12340,21260,29000,0.78,5310,10470,14250,18110,24100,26970,31200,37530,7.1,8.2,0.339,62.5,56.8,2.8,2.9,34.5,3,0
143410104,Ifs Sud,14341,Ifs,61.3,17.7,15530,21970,28590,0.59,8750,13930,17140,19260,24290,27330,30520,37940,4.3,5.6,0.307,69.9,64.1,2.9,2.9,25.8,4.3,0
143410106,Ifs Nord,14341,Ifs,58.7,19.6,14850,20860,27710,0.62,8750,13210,16150,18680,23520,25990,29650,36000,4.1,5.3,0.291,64.3,58.7,3.1,2.5,33.3,2.4,0
143410107,Le Hoguet,14341,Ifs,NA,NA,11260,18640,26060,0.79,6270,10020,12640,15580,21400,24210,28480,34430,5.5,7.7,0.356,76.1,68.2,3,4.9,21,2.9,0
143660101,Centre Ville Est,14366,Lisieux,48.1,27.9,12470,18620,25010,0.67,5730,10600,13520,16210,20820,23540,27320,34400,6,8.2,0.368,57.1,48.8,3.2,5.1,36.9,6,0
143660102,Centre Ville Ouest,14366,Lisieux,43.6,31.3,11540,17360,24340,0.74,5710,10310,12680,15190,19880,22470,25920,32600,5.7,7.4,0.34,49,43,2.8,3.2,45.6,5.4,0
143660201,Lisieux Sud,14366,Lisieux,39.9,35.1,10520,16350,22690,0.74,3630,8950,11820,14180,18550,21520,24570,29820,8.2,9.6,0.356,60.6,54.3,4,2.3,35.6,3.8,0
143660202,Lisieux Nord-Est,14366,Lisieux,62.8,18.2,15330,21220,29780,0.68,8670,13680,16630,18770,23910,27560,31640,39810,4.6,6.4,0.344,66.3,58.6,2.5,5.2,27.4,6.3,0
143660301,Hauteville Jean de la Fontaine,14366,Lisieux,45.4,28.9,11580,18790,25750,0.75,3750,9830,13250,16050,20680,23930,27870,35130,9.4,10.1,0.37,47.4,41.2,2.2,4,50.2,2.4,0
143660302,Hauteville Jean Moulin,14366,Lisieux,22.8,58,4260,10660,17200,1.21,40,2700,5130,8180,13400,15750,18640,22510,562.7,31.6,0.421,49,NA,NA,NA,50.4,0.6,0
143660303,Hauteville Jules Verne,14366,Lisieux,39,38.9,8670,16120,22380,0.85,1950,7110,10020,13250,18750,21030,24230,27970,14.3,12.3,0.365,55.7,NA,NA,NA,43,1.3,0
143660304,Hauteville Saint-Exupéry,14366,Lisieux,40.8,36.1,9900,16110,21220,0.7,4570,8560,11070,13810,17610,19920,22340,26320,5.8,6.3,0.301,64.3,59.4,4.3,0.6,35,0.7,0
143660601,Adeline,14366,Lisieux,44.5,31.1,10940,17820,24520,0.76,3620,8640,12610,15490,20130,22610,26400,33400,9.2,10.4,0.356,58.2,49.4,4,4.8,37.9,3.9,0
143660701,Centre Nord,14366,Lisieux,39.1,35.6,9830,16420,23400,0.83,4570,8260,11630,13880,19000,21730,25060,31810,7,10.8,0.399,58.1,46.7,3.8,7.6,38.9,3,0
147620101,Les Vaux de Vire,14762,Vire Normandie,46.7,20.5,14420,19910,27430,0.65,8130,12910,15630,17580,22670,24950,30280,41150,5.1,8.8,0.414,61.5,47.4,2.1,12,30.4,8.1,0
147620102,Quartier Sainte-Anne,14762,Vire Normandie,48.7,19,14910,20350,26690,0.58,8980,13190,16160,17920,22560,25140,28660,35470,4,5.8,0.314,61.1,53.4,2,5.7,34.8,4.1,0
147620103,Quartier de l'Orient,14762,Vire Normandie,43.3,27.7,12010,18430,24590,0.68,5800,10440,13700,16100,20390,23150,26060,32030,5.5,8,0.35,51.4,43,3,5.4,43.3,5.3,0
147620201,Le Val de Vire,14762,Vire Normandie,35.4,41.5,7400,16050,21510,0.88,790,5870,9020,12590,17930,20330,22740,27450,34.8,19.4,0.367,47.7,43.4,3.7,0.6,51,1.3,0
147620202,Léonard Gille,14762,Vire Normandie,33.4,47.6,7290,13490,20110,0.95,1960,6000,8480,11300,16030,18800,22410,26960,13.7,16.5,0.441,64,NA,NA,NA,32.6,3.4,0
147620302,Coulonces,14762,Vire Normandie,54,13.6,16450,21110,27130,0.51,10790,15400,17300,19320,23150,25700,28900,34210,3.2,4.6,0.299,65.9,55.1,1.7,9.1,28.6,5.5,0
147620401,Vaudry,14762,Vire Normandie,NA,NA,17680,23220,29450,0.51,13110,16620,18650,21250,25710,28280,31480,39380,3,4.2,0.283,58.7,51.7,1.2,5.8,34.8,6.5,0
147620402,Roullours,14762,Vire Normandie,51,14.7,15590,20310,26140,0.52,10900,14280,16530,18200,22000,24200,28030,34160,3.1,4,0.27,68.4,60.5,2.3,5.6,26.5,5.1,0
147620403,Saint-Germain-de-Tallevende-la-Lande-Vaumont,14762,Vire Normandie,55.2,15.4,15650,21610,27550,0.55,10700,14180,16780,19140,23840,26370,29330,36510,3.4,4.9,0.296,65.8,57.3,2.3,6.2,28.4,5.8,0
150140101,République,15014,Aurillac,60.9,15.9,16130,22710,32610,0.73,8850,14330,17420,20130,26070,30300,35530,46020,5.2,7.3,0.368,59.5,49.4,2.2,7.9,32.3,8.2,0
150140102,Saint-Géraud,15014,Aurillac,40.6,41.5,6260,15400,24460,1.18,0,4110,8400,12380,18560,22130,27060,35780,NA,44,0.465,68.2,58.5,4.5,5.2,24.7,7.1,0
150140103,Aristide Briand,15014,Aurillac,60.5,16.6,16340,23420,32280,0.68,9560,14480,17780,20360,26450,30240,34040,42600,4.5,6.4,0.339,49.5,46.1,1.6,1.8,40.7,9.8,0
150140104,Saint-Eugène,15014,Aurillac,49.8,23.9,13330,18750,25020,0.62,6880,11800,14890,16800,20860,23550,26660,32420,4.7,6.1,0.311,59.7,54.3,2.6,2.8,37.3,3,0
150140105,Tivoli,15014,Aurillac,36.6,39.5,8670,15630,21930,0.85,2250,7360,10340,13100,17890,20180,23550,28570,12.7,12.3,0.374,56.5,49.8,3.6,3.1,41,2.5,0
150140106,Vialenc,15014,Aurillac,57.6,16.5,15590,22070,29490,0.63,9910,14390,16940,19520,24860,27980,31670,38110,3.8,5.2,0.306,61.8,54.9,1.8,5.1,33.4,4.8,0
150140107,Alouettes,15014,Aurillac,58,17.6,15550,23310,32230,0.72,8630,14230,17210,20090,26640,30370,35580,46690,5.4,7.6,0.368,59.3,48.4,1.5,9.4,33.6,7.1,0
150140108,Limagne,15014,Aurillac,57.1,20.5,14350,21520,30350,0.74,8520,12960,15910,19190,24790,27920,33260,41500,4.9,7,0.35,61.4,52.8,2,6.6,33.1,5.5,0
150140109,Zone Verte,15014,Aurillac,62.9,NA,17570,24340,35340,0.73,10670,16340,18590,21390,27640,31810,37430,50800,4.8,5.9,0.344,63,51.2,1.4,10.4,29.9,7.1,0
150140110,Ponétie,15014,Aurillac,NA,NA,10440,18150,25480,0.83,4950,8730,12040,15300,20270,23540,27770,33880,6.8,8.6,0.358,58.6,49.9,3.5,5.2,38.1,3.3,0
150140111,Marmiers,15014,Aurillac,37.4,45.2,6830,14690,21730,1.01,450,5570,8210,11280,17080,19910,23160,27440,61.2,18.5,0.388,53.3,48.4,3.6,1.3,44.5,2.2,0
150140112,Tronquières,15014,Aurillac,57.5,12.7,16440,21490,27810,0.53,11470,15060,17480,19760,23650,26690,29550,36460,3.2,4.2,0.276,55.9,50.7,1.7,3.5,39.9,4.2,0
150140113,Belbex,15014,Aurillac,53,19.8,15290,20960,28120,0.61,8180,13080,16420,18600,23480,26270,30150,37120,4.5,5.4,0.291,50.5,45.7,1.8,3,45.2,4.3,0
160150101,Plateau Nord-Montausier,16015,Angoulême,46.3,37.3,7450,17390,27290,1.14,790,5550,9810,13860,20510,24950,30640,41370,52.4,32.6,0.481,69.6,56.3,6.2,7.1,24.5,5.9,0
