IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP19,DEC_TP6019,DEC_Q119,DEC_MED19,DEC_Q319,DEC_EQ19,DEC_D119,DEC_D219,DEC_D319,DEC_D419,DEC_D619,DEC_D719,DEC_D819,DEC_D919,DEC_RD19,DEC_S80S2019,DEC_GI19,DEC_PACT19,DEC_PTSA19,DEC_PCHO19,DEC_PBEN19,DEC_PPEN19,DEC_PAUT19,DEC_NOTE19
870851201,Le Gros Tilleul,87085,Limoges,60.4,18.9,15220,22900,32240,0.74,8220,13690,16850,19710,26130,29730,35510,45230,5.5,7.7,0.366,60.3,53.5,2.1,4.7,34.7,5,0
870851202,C.H.U.,87085,Limoges,46.9,40.2,8500,15800,24610,1.02,970,7160,9630,12940,18850,22370,27000,35090,36,18.8,0.436,58.2,53.3,2.8,2.1,38.9,2.9,0
870851301,Fustel de Coulanges,87085,Limoges,56.2,20,14890,21770,30500,0.72,7860,12990,16640,18940,25150,28280,32480,39630,5,6.3,0.314,67.5,61.6,2.4,3.5,30.4,2.1,0
870851302,Le Puy-Las Rodas,87085,Limoges,45.5,33.8,10120,17160,25690,0.91,4040,8420,11860,14840,20540,23630,28540,35820,8.9,11.6,0.387,60.6,53.3,3.1,4.2,37.3,2.1,0
870851303,Jules Ferry,87085,Limoges,49.2,32.6,9740,17870,25430,0.88,2880,7330,12190,15480,20330,23890,27420,34200,11.9,12.5,0.365,58.1,51.7,3.4,3,40.1,1.8,0
870851401,Durkheim,87085,Limoges,48.6,28.6,11530,18320,24020,0.68,3390,9790,13570,16300,20040,22460,25830,29890,8.8,8.8,0.318,48.1,44.5,2.6,1,50.6,1.3,0
870851402,Vincent Auriol,87085,Limoges,27.7,70.3,1300,6100,15000,2.25,0,660,2250,3810,9060,12730,17040,21810,NA,302.9,0.539,58.8,NA,NA,NA,40.8,0.4,0
870851403,Mas Jambost,87085,Limoges,NA,NA,0,3390,7290,2.15,0,0,380,1750,4610,5990,8120,11710,NA,NA,0.583,72.8,NA,NA,NA,27.2,0,0
870851501,ZUP de Corgnac,87085,Limoges,42.1,36.3,8110,16850,24990,1,1550,6110,9610,13820,19750,22930,26620,31710,20.5,16,0.381,52.1,46.3,3.2,2.6,46.1,1.8,0
870851502,Olivier de Serres,87085,Limoges,28,70.4,2050,6940,14570,1.8,0,580,3030,5140,9190,12820,16880,23440,NA,450.9,0.528,50.7,44.3,5,1.4,48.4,0.9,0
870851503,Centre Commercial Corgnac,87085,Limoges,NA,NA,1280,5430,10190,1.64,0,740,1960,3650,7310,8950,11820,16250,NA,137.2,0.523,66.6,NA,NA,NA,33.3,0.1,0
870851601,Beaune les Mines,87085,Limoges,60,16.8,16130,21400,28570,0.58,9800,14260,17320,19390,23230,26760,30740,36820,3.8,4.9,0.297,64.8,58.4,1.7,4.7,31.3,3.9,0
870851602,Le Château d'Eau,87085,Limoges,54,19.1,14720,20430,25940,0.55,10430,13270,15910,18350,22190,24710,27000,31340,3,3.7,0.236,54,49.9,2.1,2,44.4,1.6,0
870851603,Gérard Philipe,87085,Limoges,22.1,70.6,3070,8030,14590,1.44,0,2210,4390,5980,10240,12940,16970,22180,NA,56.5,0.47,60.3,51.4,5.6,3.3,39,0.7,0
870851604,Zone Industrielle Nord,87085,Limoges,58.9,27.9,11770,20560,27590,0.77,5050,9200,13860,17480,23010,26190,30020,36500,7.2,8.7,0.34,67.9,63.7,2.4,1.8,30.1,2,0
870851701,Beaubreuil,87085,Limoges,14.3,79.6,1630,5840,11080,1.62,0,740,2350,4010,7940,9890,13080,17500,NA,224.5,0.502,65.2,53.7,9.1,2.4,34.3,0.5,0
870851702,Les Homerides,87085,Limoges,59.7,15.1,15680,21170,26870,0.53,10540,14460,16730,19070,23410,25600,28200,32470,3.1,3.7,0.241,44.4,40.5,1.6,2.3,54.3,1.3,0
870851801,Ester,87085,Limoges,NA,NA,1600,6410,14360,1.99,0,740,2890,5010,8390,12100,17060,22070,NA,230.4,0.524,63.1,NA,NA,NA,36.8,0.1,0
870851802,Cité de la Bastide,87085,Limoges,15.1,78,580,5660,11730,1.97,0,0,1310,3520,7930,10360,13810,18540,NA,NA,0.563,63.5,NA,NA,NA,35.9,0.6,0
870851901,Le Mas Bouyol,87085,Limoges,52.5,31,9650,19670,28500,0.96,2790,7640,12580,16320,22920,26530,30970,38480,13.8,14.9,0.398,54.9,49.7,2.5,2.7,41.4,3.7,0
870851902,Le Roussillon,87085,Limoges,59.1,23.2,13700,21860,31070,0.79,7000,11810,15770,19100,24550,28760,33880,42600,6.1,7.7,0.344,59.2,53.4,1.9,3.9,37.7,3.1,0
870852001,Landouge,87085,Limoges,63.3,22.8,13890,22500,30900,0.76,7620,12110,16310,19680,25350,28550,33190,41180,5.4,6.9,0.331,67.5,60.8,1.8,4.9,29.5,3,0
870852002,Bellegarde,87085,Limoges,66.7,12.8,17500,24430,32190,0.6,11470,15920,18920,21960,27470,30200,34700,43240,3.8,4.7,0.29,63.6,58,1.3,4.3,32.4,4,0
871140101,Le Chalet-La Bausserie,87114,Panazol,61.2,13.4,18310,24830,31750,0.54,10640,16720,19690,22240,27190,30270,33740,40640,3.8,4.6,0.271,39.1,36,1.5,1.6,56.6,4.3,0
871140102,Fargeas-Morpiènas,87114,Panazol,62,18.1,15620,22240,29840,0.64,9080,14030,16970,19590,24860,28250,31880,39160,4.3,5.3,0.301,63.8,57.7,2.2,3.9,33.6,2.6,0
871140103,Les Vignes-Soudanas,87114,Panazol,66.1,11.1,18420,25590,33440,0.59,12210,16950,20410,23000,28490,31260,35950,43910,3.6,4.6,0.286,60.3,53.4,1.8,5.1,35.8,3.9,0
871140104,Panazol Est,87114,Panazol,NA,NA,16360,23250,33550,0.74,9870,14890,17550,20120,26380,30950,35860,46690,4.7,6.4,0.349,69.1,61.1,1.8,6.2,25.7,5.2,0
871540101,Quartier Est 1,87154,Saint-Junien,43.7,30.2,11450,18270,25390,0.76,4460,9480,12900,15920,20980,23730,27630,35360,7.9,9.1,0.352,57.1,51.5,2.7,2.9,39.1,3.8,0
871540102,Quartier Est 2,87154,Saint-Junien,62.4,9.7,17930,23300,29700,0.51,13160,16610,19160,21140,25520,28130,31730,38250,2.9,3.8,0.252,60.1,55.2,1.6,3.3,36.1,3.8,0
871540201,Quartier Ouest 1,87154,Saint-Junien,NA,NA,13620,20230,27370,0.68,6450,11730,15350,17990,22410,25490,29990,37850,5.9,7.5,0.326,49,43.4,2.7,2.9,48,3,0
871540202,Quartier Ouest 2,87154,Saint-Junien,42.4,32.7,10710,17920,24590,0.77,3880,8760,12170,15300,20270,22890,27430,35100,9,10.5,0.372,56.2,48.4,3.4,4.4,39.5,4.3,0
871540203,Quartier Ouest 3,87154,Saint-Junien,52.3,18.4,15420,21380,27810,0.58,9730,13690,16820,18770,23740,26360,29350,35870,3.7,5,0.29,63.9,57.7,2.2,4,32.8,3.3,0
881600101,Saut le Cerf-Aulnes-Cendrillon,88160,Épinal,51.9,38.8,8170,17690,26790,1.05,560,6220,10440,13460,21330,25040,29540,37560,66.8,22.7,0.424,60.6,53.9,3.3,3.4,36.6,2.8,0
881600102,Saut le Cerf-Salvador Allende,88160,Épinal,41.2,46.2,7030,14180,22960,1.12,720,5070,7900,10780,17500,20990,24930,32200,44.7,21.4,0.426,61.3,55.9,3.7,1.7,36.9,1.8,0
881600103,Plateau de la Justice-Lilas Roses,88160,Épinal,56.3,27.6,11790,21160,31790,0.95,4570,9990,14040,17910,24580,28880,34320,45440,9.9,12,0.405,55.9,47.1,2.1,6.7,40.1,4,0
881600104,Plateau de la Justice-Kennedy-Sellier,88160,Épinal,NA,NA,1470,7440,14080,1.7,0,140,2970,6010,9200,12190,16260,22160,NA,7422.2,0.516,61.4,NA,NA,NA,37.9,0.7,0
881600105,Plateau de la Justice-Provinces-Cèdres,88160,Épinal,14.8,75.3,1230,6960,12820,1.67,0,170,2460,4540,8850,11720,14270,19960,NA,3970.5,0.531,59.3,NA,NA,NA,39.9,0.8,0
881600106,Épinal Est,88160,Épinal,55.9,23.7,13210,21980,31270,0.82,6790,11900,15860,18680,25210,28930,34040,43510,6.4,9.6,0.396,65.2,55.1,2.8,7.3,28,6.8,0
881600107,Centre Ville Rive Droite,88160,Épinal,58.4,22.8,14170,23570,37220,0.98,4630,11570,16310,20110,27390,32830,41870,58770,12.7,17.6,0.47,62.9,51.3,2.4,9.2,25.9,11.2,0
881600108,La Vierge-Épinal Sud-Est,88160,Épinal,43.6,38.4,8030,16520,24560,1,1330,6080,9470,13710,19500,22600,26960,35040,26.3,20.9,0.441,65.9,54.2,3.9,7.8,28.9,5.2,0
881600109,Saint-Laurent,88160,Épinal,59.4,14.8,16420,22330,30830,0.65,10960,15070,17430,19920,25160,28490,33010,42920,3.9,5.4,0.32,64.6,55.6,2.6,6.4,31.2,4.2,0
881600110,Champ du Pin,88160,Épinal,36,45.8,4960,14240,22010,1.2,0,2780,6730,11030,17070,20120,24670,32770,NA,88,0.489,54.3,48.1,3.5,2.7,40.1,5.6,0
881600111,Centre Ville Rive Gauche La Madeleine,88160,Épinal,58,26.7,12160,20060,29460,0.86,2610,10020,14710,17460,23740,27660,31700,39840,15.2,14.3,0.398,60,51.9,2.8,5.3,33.9,6.1,0
881600112,Centre Ville Rive Gauche Chipotte,88160,Épinal,53.4,27.3,12070,19530,29560,0.9,2900,9790,14060,17130,22850,26580,32310,41490,14.3,13.9,0.409,58.3,49.5,2.2,6.6,34.9,6.8,0
881600113,Épinal Ouest Notre-Dame de Lorette,88160,Épinal,56.5,24,13370,21930,31580,0.83,5390,11100,14880,18200,24730,29410,35370,45250,8.4,11.6,0.404,65,53.2,2.1,9.7,30.1,4.9,0
881600114,Épinal Ouest Général Haxo Gendarmerie,88160,Épinal,52.9,28.9,11220,19480,27050,0.81,4780,9610,13660,16710,22500,25380,29010,35400,7.4,10.5,0.377,67.3,61.2,2.8,3.3,26.8,5.9,0
884130101,Robache-Marzelay-La Pêcherie-Le Villé,88413,Saint-Dié-des-Vosges,48.4,24.1,13270,19720,27380,0.72,6800,11380,15010,17470,22830,25600,29590,38090,5.6,7.6,0.353,57.8,49.2,3.2,5.4,36.5,5.7,0
884130104,Les Moitresses-Les Trois Scieries-Les Tiges,88413,Saint-Dié-des-Vosges,58.2,NA,16700,22760,30110,0.59,10590,14970,17730,20190,25390,28160,33090,42560,4,5.1,0.315,60.4,51,3.3,6.1,33.4,6.2,0
884130107,Foucharupt Gaston Save,88413,Saint-Dié-des-Vosges,44.4,30.8,10720,17670,24350,0.77,4580,9000,12620,15570,20090,22550,26270,32170,7,9.5,0.359,56.7,50.5,3.4,2.8,38,5.3,0
884130108,Kellermann,88413,Saint-Dié-des-Vosges,20.5,64.2,4240,10360,15290,1.07,0,2540,5890,8480,12000,14300,16850,20990,NA,44,0.426,47.5,40.1,6.9,0.5,51.3,1.2,0
884130110,Centre Ville,88413,Saint-Dié-des-Vosges,45.5,30,11310,17660,25450,0.8,2220,9000,12990,15290,20420,23560,28360,37370,16.8,16,0.43,54.7,46.5,2.8,5.4,37.5,7.8,0
884130111,Vigne-Roche des Fées-Purgatoire,88413,Saint-Dié-des-Vosges,53.2,26,12660,20230,30270,0.87,5490,10070,14590,17190,23530,27710,32800,43140,7.9,10.5,0.394,57.2,49.8,2.6,4.8,37,5.8,0
884130112,L'Orme,88413,Saint-Dié-des-Vosges,26,57.1,5630,11460,17910,1.07,90,4070,6610,9210,13790,16220,20560,25010,266.4,35,0.45,55.6,43.8,7,4.8,41.9,2.5,0
884130113,Saint-Roch,88413,Saint-Dié-des-Vosges,NA,NA,4050,10200,17780,1.35,0,2510,5770,7890,12920,16410,19250,24610,NA,60.2,0.452,63.2,54.7,6.9,1.6,35.3,1.5,0
890240101,Saint-Germain-Hôtel de Ville-Saint-Pierre,89024,Auxerre,55.9,27.9,11780,19910,29830,0.91,2790,9480,13750,16540,22830,27230,32330,44830,16.1,16,0.434,72.4,61.8,3.1,7.5,20.9,6.7,0
890240102,Palais de Justice-Saint-Eusèbe-Pont,89024,Auxerre,55.8,27.3,11950,21060,30640,0.89,4850,10170,14290,17550,24510,27940,34720,45150,9.3,12.7,0.418,65.3,53.4,3.5,8.4,28.8,5.9,0
890240103,Saint-Amatre,89024,Auxerre,59.5,25.7,12500,20970,30190,0.84,5500,10240,14370,18010,24290,28080,33100,45080,8.2,11.4,0.407,64.7,53.9,2.9,7.9,29.2,6.1,0
890240104,Saint-Julien-Darnus,89024,Auxerre,56.2,24.7,13090,20590,29540,0.8,6820,11310,14670,17680,23700,27230,31810,40080,5.9,7.6,0.35,56.6,49.3,2.3,5,38.7,4.7,0
890240105,La Noue-Piédalloues,89024,Auxerre,61.2,21.6,14340,21390,28940,0.68,8480,12610,15920,18780,24330,27230,30180,37600,4.4,5.2,0.298,56.3,51.5,2.2,2.6,40.8,2.9,0
890240106,Les Égriselles,89024,Auxerre,36.4,51.6,5550,12760,19870,1.12,920,4520,6600,9830,15980,18460,21400,27530,29.8,22.1,0.429,67.7,60.2,5.2,2.3,30,2.3,0
890240107,Tournelle-Saint-Gervais-Plattes,89024,Auxerre,48.4,34.7,10040,17060,24110,0.82,5170,8520,11840,14720,19550,22170,26290,32730,6.3,8.3,0.355,63.9,57.2,3.5,3.2,33.3,2.8,0
890240108,Saint-Siméon,89024,Auxerre,33.4,52.9,7450,12380,18180,0.87,2900,6110,8630,10380,14760,16930,19780,23240,8,8.9,0.34,64,58,5.5,0.5,35.4,0.6,0
890240109,Sainte-Geneviève,89024,Auxerre,25.2,70.4,3430,7830,14480,1.41,0,1860,4230,6010,9880,12830,16040,20830,NA,73.8,0.475,60.2,51.4,6.7,2.1,38.5,1.3,0
890240110,Les Brichères,89024,Auxerre,37.8,47.3,6540,14050,20950,1.03,2310,5150,7900,11050,16840,19620,23140,28130,12.2,14.1,0.395,58.2,52.2,4.5,1.5,39.8,2,0
890240111,Les Rosoirs,89024,Auxerre,28.9,63.8,2360,8570,17250,1.74,0,760,3790,6130,11780,14610,20540,26780,NA,497.8,0.526,67,59.1,5.9,2,32.1,0.9,0
890240112,Vauban-Denfert-Rochereau,89024,Auxerre,NA,NA,16680,24080,32160,0.64,10210,15000,18320,21580,26390,29870,35260,47270,4.6,6.3,0.344,58.1,47.9,1.5,8.7,37,4.9,0
890240113,Saint-Joseph-Grand Boivin-Conches,89024,Auxerre,61.6,14.1,16960,22660,29080,0.53,11330,14950,17910,20270,24930,27690,31310,38160,3.4,4.2,0.268,58.7,53.5,2.7,2.5,37.9,3.4,0
890240114,Les Moreaux,89024,Auxerre,67.2,13.3,17700,25540,35740,0.71,10200,15690,19400,22810,28870,32520,39260,54290,5.3,7.5,0.378,55.5,44.9,1.5,9.1,35.6,8.9,0
890240115,Jonches-Laborde-Chesnez-Vaux,89024,Auxerre,66,12.8,17040,23440,31010,0.6,11990,15690,18540,21090,26050,29060,32950,40630,3.4,4.7,0.296,63.9,56.5,2.2,5.2,31.6,4.5,0
893870101,Centre Est,89387,Sens,53.3,28.3,11810,19830,29220,0.88,4430,10310,13520,16490,23310,27430,32320,45370,10.3,14.4,0.449,56.1,47.7,2.2,6.2,32.6,11.3,0
893870102,Centre Ouest,89387,Sens,57.7,26.5,12530,19990,30540,0.9,6070,10550,14050,16650,23170,27320,33610,47130,7.8,12.8,0.452,59.6,48.5,2.6,8.5,28.8,11.6,0
893870103,Foch Maillot,89387,Sens,57.1,19.5,14960,21580,30160,0.7,7100,13280,16280,18940,24580,28100,33530,42010,5.9,7.7,0.36,50.5,43.9,1.8,4.8,43.8,5.7,0
893870104,Chaillots Arènes,89387,Sens,33.7,56.5,4280,11160,18420,1.27,0,2260,5450,8680,13670,16430,21090,27880,NA,73.1,0.489,66.2,NA,NA,NA,29.5,4.3,0
893870105,Champs Plaisants Centre,89387,Sens,19.5,71.3,3270,7020,14070,1.54,0,1730,3960,5630,9460,12460,15290,19730,NA,43.9,0.466,60.9,NA,NA,NA,38.5,0.6,0
893870106,Champs Plaisants Arènes,89387,Sens,30.1,58.8,5400,11160,17210,1.06,140,3840,6540,8510,13160,15880,19120,23020,163.1,25,0.418,62.4,NA,NA,NA,36.8,0.8,0
893870107,Nouveaux Quartiers,89387,Sens,44.1,44.4,8960,14830,21530,0.85,4110,7580,10050,12140,17240,19830,23290,28790,7,8.7,0.358,66.3,60,4.3,2,31.3,2.4,0
893870108,Champs Plaisants Nord,89387,Sens,23.5,69.6,4290,8940,14820,1.18,200,3280,5030,7150,10700,13170,17000,22140,112.6,27,0.437,65.3,55.1,9,1.2,33.8,0.9,0
893870109,Champs Plaisants Sud,89387,Sens,NA,NA,3570,8520,14600,1.29,230,2970,4800,6520,10230,13000,16560,22010,96.9,30.9,0.459,63,NA,NA,NA,33.5,3.5,0
893870110,Est,89387,Sens,51.9,32.3,10950,18010,26010,0.84,5600,9790,12510,15340,20900,23930,28240,35240,6.3,7.8,0.358,60.4,52.7,2.9,4.8,35.9,3.7,0
893870111,Sud,89387,Sens,59.1,22.8,13370,20220,28410,0.74,7980,12270,14860,17580,23240,26300,30880,39670,5,7.3,0.367,56.3,50.3,2.3,3.7,34.9,8.8,0
893870112,Briand Leclerc,89387,Sens,57.6,24.8,13150,20810,28970,0.76,5630,11250,15190,17590,23310,26670,31850,43140,7.7,9.6,0.388,60.5,50.9,2.4,7.2,34.2,5.3,0
893870115,Sablons Champbertrand,89387,Sens,59.7,23,13710,20420,28050,0.7,7710,11970,15310,17920,23380,26310,29850,37300,4.8,6.8,0.339,62.6,56,3.2,3.4,31.3,6.1,0
900100101,Méchelle-Allende,90010,Belfort,45.7,33.7,9940,17950,26110,0.9,3120,7750,11700,15120,21240,24170,28570,35590,11.4,13.3,0.377,65.4,58.4,4.7,2.3,31.8,2.8,0
900100102,1re Armée,90010,Belfort,45.8,35.1,9700,16820,24570,0.88,3290,7710,11290,14420,19510,22680,26270,33180,10.1,12,0.377,65.3,59.3,4.3,1.7,32.2,2.5,0
900100103,Marché-Vosges,90010,Belfort,46.4,32.6,9230,17930,25790,0.92,1900,6940,11560,15230,20760,23960,27710,35670,18.8,15.9,0.396,65.2,59.1,4,2.1,31.7,3.1,0
900100201,Le Mont Nord,90010,Belfort,43.3,38.2,8370,16740,25170,1,2070,6290,9930,13650,19800,22940,27240,34550,16.7,16.3,0.403,66.3,60.6,4.6,1.1,31.9,1.8,0
900100202,Le Mont Sud,90010,Belfort,59.7,23.5,13580,21650,30440,0.78,7180,12020,15180,18730,24950,28510,33060,40610,5.7,7.7,0.352,71.4,64.9,2.3,4.2,25.5,3.1,0
900100203,Résidences Zaporojie Nord,90010,Belfort,22.7,72.9,3450,7690,13600,1.32,0,2070,4650,6210,9430,11990,15000,20680,NA,51.8,0.463,62.1,NA,NA,NA,37.2,0.7,0
900100301,Résidences Braille,90010,Belfort,29.4,57.1,5200,11150,17830,1.13,0,3390,6660,8760,13530,16400,19670,25250,NA,35.3,0.446,60.1,52.5,6.1,1.5,38.1,1.8,0
900100302,Résidences Rome,90010,Belfort,33.5,51.5,7260,12600,19630,0.98,1850,5700,8110,10440,15430,17680,20850,25190,13.6,12.3,0.376,73.7,65.5,7,1.2,25.3,1,0
900100303,Pépinière 1,90010,Belfort,38.5,44.2,7530,14530,22290,1.02,620,6110,9090,12030,16940,20440,24610,33280,53.9,20,0.432,71.1,62.8,4.7,3.6,27.3,1.6,0
900100304,Pépinière 2,90010,Belfort,45.9,39.3,8270,16310,23940,0.96,3230,6850,9230,13130,19230,22290,25370,30510,9.4,11.2,0.375,65.6,60.2,4.2,1.2,33.6,0.8,0
900100401,Châteaudun 1,90010,Belfort,52.2,30.5,11210,18270,26590,0.84,3380,9240,12830,15710,21250,24350,28470,35890,10.6,12.4,0.386,67,59.8,3.5,3.7,29.9,3.1,0
900100402,Châteaudun 2,90010,Belfort,60.8,20.9,14680,22070,31700,0.77,7720,12640,16420,19460,25240,28980,34210,46050,6,8.3,0.366,66.2,59.7,2.5,4,29.3,4.5,0
900100403,Bougenel-Quatre As,90010,Belfort,51.6,36.5,9930,17810,28280,1.03,3780,8010,11050,13810,21200,25750,31210,41480,11,15.2,0.454,68,60.3,3,4.7,24.8,7.2,0
900100501,Faubourg de Montbéliard,90010,Belfort,61,23.5,13730,22710,34950,0.93,5160,11250,15220,18820,26560,31520,38820,50250,9.7,12.3,0.41,75.5,68.6,2.6,4.3,18.6,5.9,0
900100502,Vieille Ville-Fourneau,90010,Belfort,65,19.4,15050,23270,35490,0.88,7570,13330,16930,19650,26980,32010,39110,53500,7.1,9,0.387,73.5,64.8,2.6,6.1,22.2,4.3,0
900100503,Glacis du Château,90010,Belfort,NA,NA,5730,10260,16770,1.08,130,4280,6600,8320,12620,15200,18670,23850,190.8,24.9,0.434,67.2,58.1,8,1.1,31,1.8,0
900100504,Forges-Miotte-Champ de Mars,90010,Belfort,62.9,22.2,13900,21950,31200,0.79,7070,11680,15950,19010,24870,28870,34320,43680,6.2,8.8,0.375,77.3,69.5,2.7,5.1,18.3,4.4,0
910210101,Nord,91021,Arpajon,66.6,20.1,15120,22550,31420,0.72,8000,12960,16890,19740,25700,29540,34320,41650,5.2,6.6,0.325,78.6,74.1,3,1.5,19.1,2.3,0
910210102,Centre,91021,Arpajon,65.2,27.6,12200,19650,29100,0.86,5910,10740,13960,17110,22710,26420,32040,42900,7.3,9.6,0.394,73.1,66.4,3.1,3.6,21,5.9,0
910210103,Sud,91021,Arpajon,58.4,33.2,9900,18220,27500,0.97,5410,8250,11750,15190,21710,25460,30050,37140,6.9,9.3,0.378,77.4,70.3,3.3,3.8,20.6,2,0
910210104,La Prairie,91021,Arpajon,75.9,16.5,17680,25090,34150,0.66,9360,15360,19370,22420,28230,31960,37590,45890,4.9,6.4,0.325,65.2,60.9,2.2,2.1,29.7,5.1,0
910270101,Quartier 1,91027,Athis-Mons,56.1,33.8,10970,17710,26430,0.87,6580,9400,12220,14900,20470,24340,28660,36050,5.5,7.2,0.349,77.2,71,3.9,2.3,21.1,1.7,0
910270102,Quartier 2,91027,Athis-Mons,50.2,43.8,8600,14170,20790,0.86,4570,7500,9880,12010,16540,19460,22370,28020,6.1,7.7,0.34,84.2,77.4,6,0.8,15.4,0.4,0
910270103,Quartier 3,91027,Athis-Mons,71.6,14.7,16970,24490,33550,0.68,10100,15010,18810,21650,27880,31630,36290,44820,4.4,6.6,0.359,67.8,62.7,2.4,2.7,20.6,11.6,0
910270104,Quartier 4,91027,Athis-Mons,66,26.6,12270,20170,28710,0.81,6550,10830,14310,16890,23550,27130,30480,37470,5.7,8,0.36,80.7,73.6,4,3.1,14.7,4.6,0
910270105,Quartier 5,91027,Athis-Mons,70.4,17.3,16300,24440,33280,0.69,9460,14180,18190,21330,27820,31110,36440,46040,4.9,6.4,0.331,75.4,69.7,2.9,2.8,19.7,4.9,0
910270106,Quartier 6,91027,Athis-Mons,68.9,18.4,15740,22780,31690,0.7,8770,13660,17390,19760,25730,28990,35600,45450,5.2,6.7,0.343,71.2,64.7,2.4,4.1,25.6,3.2,0
910270107,Quartier 7,91027,Athis-Mons,71.6,22.2,14090,24150,34650,0.85,7110,12230,16260,20340,28540,32260,37970,46590,6.6,8.7,0.362,76.9,70.5,2.6,3.8,20.1,3,0
910270108,Quartier 8,91027,Athis-Mons,57.6,34.9,10140,18140,27910,0.98,5000,8640,11470,14560,21450,24990,30600,39720,7.9,10.4,0.389,81.7,76.8,3.7,1.2,14.7,3.6,0
910270109,Quartier 9,91027,Athis-Mons,59.5,30.5,10630,18230,27370,0.92,5070,9240,12690,15680,21730,25090,29230,35730,7,8,0.343,70.8,65.6,3.9,1.3,27.9,1.3,0
910270110,Quartier 10,91027,Athis-Mons,67.3,23.5,13580,20750,29480,0.77,7880,12130,15340,18250,23680,27380,32080,38830,4.9,5.8,0.309,84.8,79.2,3.7,1.9,14.3,0.9,0
910270111,Quartier 11,91027,Athis-Mons,70.5,17.7,15890,23940,32600,0.7,8210,14110,18150,20950,27160,30250,35120,42440,5.2,6.2,0.31,78.1,73.2,3,1.9,17.9,4,0
910270112,Quartier 12,91027,Athis-Mons,NA,NA,10520,17520,26800,0.93,5840,9280,11300,13790,21150,24470,28800,35540,6.1,7.3,0.354,81,75,3.9,2.1,17.1,1.9,0
910270113,Quartier 13,91027,Athis-Mons,77.5,14.4,18400,27250,36780,0.67,10550,16600,20340,23300,30180,34800,39820,50780,4.8,6,0.324,76.2,70.4,3,2.8,18.5,5.3,0
911030101,La Fontaine Daumones,91103,Brétigny-sur-Orge,NA,NA,11810,19240,27660,0.82,6920,10600,13580,16470,21350,25110,30390,35930,5.2,6.5,0.327,76.8,70.6,4,2.2,21.1,2.1,0
911030102,Carouge Joncs Marins,91103,Brétigny-sur-Orge,73.9,19.5,15760,24590,33470,0.72,8380,13450,18050,21250,27380,31220,36120,44290,5.3,6.4,0.315,83.2,78,2.5,2.7,14.5,2.3,0
911030103,Rosière,91103,Brétigny-sur-Orge,49.9,43.2,8560,14360,21550,0.9,4140,6760,10020,12240,17410,20110,24470,30690,7.4,10.5,0.376,82.8,75.3,6,1.5,15.4,1.8,0
911030104,Centre Ville,91103,Brétigny-sur-Orge,67.8,23,13680,21850,30610,0.78,7480,11850,15300,18590,24780,28270,32920,39120,5.2,6.5,0.321,79.8,75,2.9,1.9,18,2.2,0
911030105,Vétille Quatre-Vingts Arpents,91103,Brétigny-sur-Orge,64.3,29.5,11310,21330,31750,0.96,6430,9790,13260,17380,25160,29250,34130,42140,6.6,8.3,0.362,75.6,70.7,3.1,1.8,21.7,2.7,0
911030106,Moinerie Maison Neuve,91103,Brétigny-sur-Orge,70.9,11.2,19300,26770,35110,0.59,11870,17400,21090,24280,29660,33030,37520,45900,3.9,4.7,0.274,66.6,63.1,1.9,1.6,30,3.4,0
911030107,Cendrennes Babin,91103,Brétigny-sur-Orge,81.7,6.9,21540,30940,40580,0.62,15240,19670,23610,27620,34620,38110,43800,53260,3.5,4.4,0.276,77.4,72.9,1.8,2.7,19.1,3.5,0
911140101,La Pyramide,91114,Brunoy,78.9,9.7,21560,30150,41930,0.68,13270,19070,23660,26840,34450,38770,45200,55660,4.2,5.3,0.302,73.5,67.8,1.9,3.8,21.7,4.8,0
911140102,Les Bords de L'Yerres,91114,Brunoy,80.3,10.2,20610,28670,38940,0.64,12830,18330,22510,25860,32340,36340,41610,50700,4,4.9,0.291,68.7,63.6,1.7,3.4,28.2,3.1,0
911140103,Brunoy Centre,91114,Brunoy,77.2,14.3,17890,27660,41040,0.84,10550,15930,20050,23990,32020,37390,45000,55220,5.2,6.9,0.351,69.8,62.8,2.3,4.7,24.5,5.7,0
911140104,Les Deux Vallées,91114,Brunoy,78.6,10.4,21520,31520,43960,0.71,12680,18800,23330,27290,35520,40490,47850,60430,4.8,6,0.324,70.5,64.1,1.9,4.5,24.3,5.2,0
911140105,Les Hauts de Brunoy,91114,Brunoy,52.1,43.6,8560,15080,25870,1.15,4110,7280,9630,12010,18910,22980,28770,38430,9.4,11,0.408,76.3,70.4,4.6,1.3,22.3,1.4,0
911610101,Plaine de Balizy,91161,Chilly-Mazarin,NA,NA,19580,26470,33910,0.54,12180,17870,21060,23620,29010,31970,35660,44020,3.6,4.4,0.265,72.5,68.1,2.4,2,25.7,1.8,0
911610102,Mairie-Champs Fous-Morangis,91161,Chilly-Mazarin,60.6,33.6,10500,18030,26590,0.89,5060,8840,11850,14950,21290,24530,28950,37470,7.4,9.4,0.378,77,72.6,3.3,1.1,18.4,4.6,0
911610103,Croix Blanche-Cardinal-Bel Abord,91161,Chilly-Mazarin,82,NA,21690,28520,38020,0.57,13720,20040,22820,25470,32310,35760,40580,49790,3.6,4.3,0.275,68.3,62.5,1.5,4.3,28,3.7,0
