NombreEmpresa,NumExpediente,IdentificacionFiscal,TipoDeContrato,Municipio,Provincia,Pais,DT_RowId
"FAHALA GARDEN, S.L.",74516,B47551973,Servicios,MEDINA DEL CAMPO,VALLADOLID,ESPAÑA,8yI_GcAdGWp8BobJQa5lAA..
CONSTRUCCIONES GORUIZ SL,75507,B47667746,Servicios,MEDINA DEL CAMPO,VALLADOLID,ESPAÑA,PIJZwyQ3DSbNVtpqe1EyoQ..
"APLICACIONES DIEGUEZ, S.L.",76715,B47689567,Obras,MEDINA DEL CAMPO,VALLADOLID,ESPAÑA,k2ype99Zyix6j7WyHp56JQ..
"APLICACIONES DIEGUEZ, S.L.",80459,B47749197,Servicios,MEDINA DEL CAMPO,VALLADOLID,ESPAÑA,KoZ04xy3KJGlG9hqGIJCzQ..
"VERCO HISPANIA, S.L.",80435,B47749197,Obras,MEDINA DEL CAMPO,VALLADOLID,ESPAÑA,wYYWojMENx7qGd-P1JFd7g..
"TRANS. RES 60, S.L.",80166,B47771027,Obras,MEDINA DEL CAMPO,VALLADOLID,ESPAÑA,jH5l-B7Uuda2UOrDcL7_Jg..
"CONSTRUCCIONES Y ALICATADOS MARTIN, S.L.",37156,A47288634,Obras,MOJADOS,VALLADOLID,ESPAÑA,KTwevYa6ugvLHQEVY1VldA..
"MANTENIMIENTOS GUADALMANSA, S.L.",43640,B47351275,Obras,PEÑAFIEL,VALLADOLID,ESPAÑA,vBzd6cJJbcHs1A2UP7GIzg..
"MANTENIMIENTOS GUADALMANSA, S.L.",51305,B47420997,Obras,PEÑAFIEL,VALLADOLID,ESPAÑA,TEFYClXNeJ6oSRhnkfPW9A..
"AVANZADA 7, S.L.",82105,B47749601,Obras,PEÑAFIEL,VALLADOLID,ESPAÑA,CkNvVuFXoPbPaYMf4xQQkw..
"TRANSPORTES, EXCAVACIONES Y OBRAS ROMERO, S.L.",81421,B47450036,Obras,RENEDO DE ESGUEVA,VALLADOLID,ESPAÑA,oj_efnPaxBrSIfuu8iIopA..
"URVIOS CONSTRUCCION Y SERVICIOS, S.L.",81706,B47450036,Servicios,RENEDO DE ESGUEVA,VALLADOLID,ESPAÑA,qxiiwax32T12lOKlr1O4jQ..
"URVIOS CONSTRUCCION Y SERVICIOS, S.L.",52534,B47349295,Servicios,SANTOVENIA DE PISUERGA,VALLADOLID,ESPAÑA,SUChY4pfpGf0Lb3Ch3aqkg..
"INGENIERIA GESTION Y CONSTRUCCION DE OBRAS PUBLICAS, S.L.",76139,B47689203,Obras,SANTOVENIA DE PISUERGA,VALLADOLID,ESPAÑA,kHoyFcw2BhhFPOtSbS0GJg..
"BILBA CONSTRUCTORA ANDALUCIA, S.L.",81781,B47700224,Servicios,SIMANCAS,VALLADOLID,ESPAÑA,1MgBXjTxHBMPyDIWT34fMw..
"SIEPARK MALAGA, S.L.",80315,B47700224,Obras,SIMANCAS,VALLADOLID,ESPAÑA,5potDtbbANNdefoeG76FqQ..
"CONSTRUCCIONES Y OBRAS VEROSA, S.L.",66963,B47334115,Obras,TORDESILLAS,VALLADOLID,ESPAÑA,AtzXeBFJotoPbunra9nPKg..
"PROCOHERCA, S.L.",47660,B47350517,Obras,TUDELA DE DUERO,VALLADOLID,ESPAÑA,EpZkbAUP0SAxazNZXXeZCw..
"ACANTHUS SERVICIOS SOSTENIBLES, S.L.",51080,B47411905,Servicios,TUDELA DE DUERO,VALLADOLID,ESPAÑA,DS3gbrSH1IpZXI9t5K-nzg..
"DELTA INGENIERIA INFRAESTRUCTURAS Y SERVICIOS, S.L.",33294,12225357Y,Servicios,URUEÑA,VALLADOLID,ESPAÑA,4_h3PT30e-bor3D0j38ldA..
"DELTA INGENIERIA INFRAESTRUCTURAS Y SERVICIOS, S.L.",79649,B47424882,Obras,VALDESTILLAS,VALLADOLID,ESPAÑA,XkfLzo6zADd1acq5WwL2FA..
"CHIRIVO CONSTRUCCIONES, S.L.",26174,A09085549,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,D0HQeNZPgw7-Sbq6x32Yqg..
"ALTHENIA, S.L.",11119,A09085549,Obras,VALLADOLID,VALLADOLID,ESPAÑA,C7gqNmt0ukhIQjfG8Ej09w..
"ALTHENIA, S.L.",32588,A24019598,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,JHLo_mdsaJdLeLo2vNk0hg..
"INGENIERIA Y OBRAS OBRACSA, S.L.",31723,A32016511,Obras,VALLADOLID,VALLADOLID,ESPAÑA,6EzAjQCHpTUdFmvoUJskqw..
"GREENSUR PROYECTOS Y OBRAS, S.L.",46758,A32016511,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,K25XJPAQcD-ESdfaAzovRw..
"GREENSUR PROYECTOS Y OBRAS, S.L.",58164,A40204901,Obras,VALLADOLID,VALLADOLID,ESPAÑA,KThYNfu3yu4r1M37P-e90A..
"GALANTIS SOPORTES PUBLICITARIOS, S.L.",54863,A47000427,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,F91aAqT82yJzd3_OEY0gCg..
AGROJARDIN OBRAS Y PROYECTOS S.L.,22750,A47003678,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,MyR_H9og8pyNUYJIni4Y5Q..
TECNO ALTURA EN CONSTRUCCIONES VERTICALES S.L.,5541,A47010095,Obras,VALLADOLID,VALLADOLID,ESPAÑA,Cmw9ETk4EeXqmKr2xMbtlg..
"CONSTRUCCIONES Y OBRAS TRACTUS MALAGA, S.L.",41150,A47010095,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,P0xIQP7bRhYLesJzX6GxEQ..
"CONSTRUCCIONES Y OBRAS TRACTUS MALAGA, S.L.",77829,A47015342,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,G_EDdqHPAArQOtB_HLyAeA..
"ELEAUD 04, S.L.",4181,A47015342,Obras,VALLADOLID,VALLADOLID,ESPAÑA,EOcYXVZNxtqbXndmF4UamA..
"ELEAUD 04, S.L.",4716,A47015409,Obras,VALLADOLID,VALLADOLID,ESPAÑA,ZBM1ycQ1aD3Wv-En6tIIYQ..
"JAESSO CONSTRUCCIONES 2004, SL",52885,A47015409,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,gn5q9KLQPqBpmsLrdjCt7g..
"CODROVER CONSTRUCCIONES, S.L.",56790,A47017199,Obras,VALLADOLID,VALLADOLID,ESPAÑA,Pr23i2qaMbEIFDQJB_DzDA..
"CODROVER CONSTRUCCIONES, S.L.",56791,A47017199,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,c0ec-gfUbjW4kwP_p49DZg..
COMONSA SUR S.L.,62453,A47018296,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,1fQwupSRVmxmoRXrcodWgw..
"TRANSPOTES Y EXCAVACIONES MONDASOL 2002, S.L.",57081,A47019310,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,DcQvL-GHjaxCjpE_nQ-w3A..
"MANTENIMIENTOS OBRAS Y SERVICIOS RETAMAR, S.L.",38044,A47019310,Obras,VALLADOLID,VALLADOLID,ESPAÑA,T7nwU4bQ5SrCcj8ccoBi8A..
"SOCIEDAD ANDALUZA DE SERVICIOS MULTIPLES, S.L.",13036,A47041975,Obras,VALLADOLID,VALLADOLID,ESPAÑA,sptqZfP00VKFAZpaQIhtUQ..
"MARBELLA BUS, S.L.",79318,A47042502,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,QVr2gTh7e5374YF7ifHpTA..
"CARE & JOY, S.L.",43597,A47042502,Obras,VALLADOLID,VALLADOLID,ESPAÑA,Y1F5DHJRhNtZWG5BDWEVkQ..
"COMOLSUR, S.L.",10221,A47066097,Obras,VALLADOLID,VALLADOLID,ESPAÑA,BXRFf7hmykXO0SQZx5e0Ug..
"GESTION, PROYECTOS Y OBRAS DEL SUR, S.L.",11426,A47070644,Obras,VALLADOLID,VALLADOLID,ESPAÑA,5tffBayq64IlFojwgVOPGg..
"MULTISER MALAGA, S.L.",42073,A47070644,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,otJOtgNrqVHUMtkXUblEhQ..
"CONSORCIO DE MANIPULADO Y SERVICIOS POSTALES, S.L.",12398,A47081443,Obras,VALLADOLID,VALLADOLID,ESPAÑA,sjYoJqUFbm4_TT3oz-PyIQ..
"GESMAN SOLUCIONES INTEGRALES, S.L.",62282,A47081443,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,3lmg5rdV1fdNPuy4TRzsnw..
"GESMAN SOLUCIONES INTEGRALES, S.L.",71184,A47082185,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,GiiPNdY5stHsHepewFDJew..
"MAVAR OBRAS Y SERVICIOS, S.L.",11290,A47085576,Obras,VALLADOLID,VALLADOLID,ESPAÑA,U3MgRrnRnO67PtkoayhIog..
"INSTALACIONES HUMBERTO, S.L. UNIPERSONAL",58611,A47090501,Obras,VALLADOLID,VALLADOLID,ESPAÑA,E2JrVqJ9IYFrD7mRLsOqJA..
"SOLCOTRANS 2000, S.L.",12740,A47205927,Obras,VALLADOLID,VALLADOLID,ESPAÑA,OIcNby5gZDrLO5hXKJ1Kew..
"ATHENTO EUROPA, S. L.",73948,A47205927,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,bN05tK0BjjVA5WD9fvIpaw..
"SIMA ANDALUCIA, S.L.",38376,A47211214,Obras,VALLADOLID,VALLADOLID,ESPAÑA,_kCK9JMYaDPLDUNYQVIe2w..
"PLANISEG 2005, S.L.",33170,A47211214,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,BxGYHeMYSzGBGdhM6ZULGA..
"CATERING EL CANTARO, SL",36188,A47234323,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,ZlGdmK5-vOwYrPI4bwKZcg..
"CFVC CONSTRUCCIONES, S.L.",36029,A47310941,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,D9vLmVK296Q0SNUL_YoljQ..
"CFVC CONSTRUCCIONES, S.L.",50979,A47365150,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,YF1QAkSnLpAJi4OvyfHB1A..
"FONCOINSA HMP-07, S.L.",50465,A47402706,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,sYm9een8DYkTj3KERBiy_Q..
"SEINSUR 2006, S.L.",47441,A47406491,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,5TGQSik61Cz3oKFHY8T2Yw..
PROYECTOS KRAMON S.L.,45682,A47410949,Obras,VALLADOLID,VALLADOLID,ESPAÑA,xvZLDL-vmD_H06hRUSzoWg..
"AUTOCARES RUIFLOR, S.L.",50890,A47473616,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,T9vhv0XNf_NsefuQ9Ltm3w..
"CONSTRUCCIONES RUBIO HERMANOS LARA, S.L.",80835,A47691944,Obras,VALLADOLID,VALLADOLID,ESPAÑA,0d3PVBYcR6sBDFrQfZELpg..
"NAXFOR INGENIERIA E INFRAESTRUCTURAS, S.L.",67854,B33074345,Obras,VALLADOLID,VALLADOLID,ESPAÑA,JFCoQVLDxS_qlwu8UEq9Ag..
"NAXFOR INGENIERIA E INFRAESTRUCTURAS, S.L.",67841,B33074345,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,Xnc7c8Y5Hq5rugq8ZrtIYQ..
"INGENIELEC, S.L.",37134,B34149013,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,Lll3MwF31udsLdaGnsCIiA..
"CARLOS 84 INSTALACIONES, S.L.",36464,B40133993,Obras,VALLADOLID,VALLADOLID,ESPAÑA,FWhT8jacJpjJMfRsV5GJYA..
"GRUPO FERSON - 03, S.L.",70375,B47015318,Obras,VALLADOLID,VALLADOLID,ESPAÑA,SG3sbByYcfLNNXDWoPNcZQ..
"HERYSAN 2007, S.L.",70410,B47019195,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,_-xv5f3V4CpVksF4RAbgZA..
"NANTIA SERVICIOS AVANZADOS, S.L.",9607,B47019195,Obras,VALLADOLID,VALLADOLID,ESPAÑA,DsKVPBKZ3ljWfkDbVv1YbQ..
"ALTIBERIA ENERGIA, S.L.",26005,B47037577,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,xwfG5cCxq14eUI_SscYIIw..
"ALTIBERIA ENERGIA, S.L.",69876,B47037577,Obras,VALLADOLID,VALLADOLID,ESPAÑA,-nBnHbYrhQ75b_9CKhzRTQ..
"OASIS URBANO MEDIO AMBIENTE, S.L.N.E.",8344,B47041405,Obras,VALLADOLID,VALLADOLID,ESPAÑA,C45Fbdqf48qyMTtLwtA9uA..
"OASIS URBANO MEDIO AMBIENTE, S.L.N.E.",36404,B47041405,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,D8PClx8IREHMquQ71LXCig..
"BUSES MARTINEZ, S.L.",8419,B47052667,Obras,VALLADOLID,VALLADOLID,ESPAÑA,uBOMjPt5gFcJ2IbLDF_XVQ..
"CONSTRUNOG 2000, S.L.",66331,B47094933,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,2cJayqF6OVrZNFY_yPDhEw..
"PAVIMENTADORA VOLOTA ECUR, S.L.",67729,B47232665,Obras,VALLADOLID,VALLADOLID,ESPAÑA,WTL_44SmO-3Ml2c8SFTmdQ..
"COMPA?IA ESPA?OLA DE RECURSOS DE SEGURIDAD Y CONTROL, S.L.",40022,B47276621,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,ssWYnHhjOT4749A-3hrPuA..
"CONSTRUCCIONES FINDESA, S.L.",74442,B47278114,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,clPcAU28zGn3NLrk-JSATA..
"PULSER DE SERVICIOS Y SEÑALIZACIONES, S.L.",70443,B47298179,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,PpDkJjlL8lnbIlPsLm40-A..
"PULSER DE SERVICIOS Y SEÑALIZACIONES, S.L.",42841,B47317193,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,RulowJZlfD3iSiYgRfnVtg..
RECA AVEIG INGENIERIA Y CONSTRUCCION S.L.U.,37729,B47319942,Obras,VALLADOLID,VALLADOLID,ESPAÑA,9PgoJq18EgCgGnus-YzYeg..
"ANTEQUERANA DE ARQUITECTURA TECNICA, S.L.",40264,B47332069,Obras,VALLADOLID,VALLADOLID,ESPAÑA,kDyEQfZD2Cr5HfApDv4hnA..
"VALSSPORT GESTION DEPORTIVA, S.L.",76418,B47332069,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,78CD2NfbZbB3c6NrQvS8kw..
"M. MATEOS BUS, S.L.",47125,B47353867,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,JuV9C2G5ZlYrJfVI8v7I8Q..
"M.A.S. SOCIAL SERVICIOS GLOBALES DE LIMPIEZA, S.L.",67203,B47354139,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,LGiualjDT-dJONiiJWLl3w..
"PAVASUR 1, S.L.",42969,B47365119,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,tRK9YW-YKQyxZA8qEj-AHA..
"AUTOCARES SEBASTIAN GOMEZ, S.L.",70939,B47375217,Obras,VALLADOLID,VALLADOLID,ESPAÑA,gvDNPu9hwtbCE-N56hb3vw..
"HERECU, S.L.",59066,B47383328,Obras,VALLADOLID,VALLADOLID,ESPAÑA,SIt-L9EnyU4pX3VgpVK_qw..
"MINESUR INGENIERIA, S.L.",68033,B47388533,Obras,VALLADOLID,VALLADOLID,ESPAÑA,MZ4DCT17n88M3rdWBGUW5g..
"TARRAGA MONTALBAN BUS, S.L.",46580,B47390687,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,hqcCb1HQeXb1tUfJgSRdxw..
"MILASER XXI, S.L.",48678,B47403878,Obras,VALLADOLID,VALLADOLID,ESPAÑA,mHYcCpyb1e9eDkkkGcUcdA..
"MILASER XXI, S.L.",46306,B47411962,Obras,VALLADOLID,VALLADOLID,ESPAÑA,OBm0Qo6MofdKxYBiulCsbw..
"INGENIERIA Y OBRA INERGIA, S.L.",70294,B47411962,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,S5IgI5amFo52e80OFSk9HQ..
"AMC METAL MANILVA, S.L.",47079,B47418462,Obras,VALLADOLID,VALLADOLID,ESPAÑA,m-aZOCaMhQxND4tEzzfCug..
"ENERGY SAVING TECHNOLOGY, S.L.",51073,B47426465,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,4vUMIUX1JcGgao72SYv-_g..
"VIALES Y COMUNICACIONES MALAGA, S.L.",50901,B47427174,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,PCepcqpqeDmmvD3P0AB8aQ..
"INICIA SIGLO XXI, S.L.",74876,B47445713,Obras,VALLADOLID,VALLADOLID,ESPAÑA,mny8RttbFc47sRQ_nxZGmw..
"INICIA SIGLO XXI, S.L.",79331,B47445713,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,hD15-3034bdOfZ_4YFHg-g..
"AUTOCARES SANCHEZ LEIVA, S.L.",52114,B47468319,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,KpxlEGQ7g3px6LT5ynfqIA..
"SEÑAL PARK, S.L.",75909,B47486857,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,ukri3WWL6DgUDspxT08bKQ..
"SEÑAL PARK, S.L.",57057,B47511480,Obras,VALLADOLID,VALLADOLID,ESPAÑA,fdrJDPIru4k643m_jDh5sQ..
"SACROG 85, S.L.",62953,B47526561,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,pikgKu2nT0Loivrw-gFvMA..
"ILUSPANIA, S.L.",71562,B47531777,Obras,VALLADOLID,VALLADOLID,ESPAÑA,H0aqMV_r4ZTyTo71Z2IHEQ..
"COVICO 2015, S.L.",71563,B47531777,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,32ciPNFEpu-gG7ZuZ_95lA..
"COVICO 2015, S.L.",79655,B47532189,Obras,VALLADOLID,VALLADOLID,ESPAÑA,RPW0-6i-ieKNyYoLLiaxUw..
"SERPROCLEAN, S.L.",70764,B47551049,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,t_b0k946QdgxqemmhNswgw..
"GRUMASER SERVICIOS INTEGRALES, S.L.",59744,B47563374,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,3hroB__QBwztEwH-GtwRzA..
"CANTERAS REUNIDAS DE HUELVA, S.L.",81544,B47575667,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,8IhcJ-aiAtBYTS4vqkd9mg..
"IN&AR INFRASTRUCTURE ENGINEERING, S.L.U.",79070,B47606884,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,UA3HPAmFn2Hbl6mZgtsIoQ..
"GAMEZ PINAZO, S.L.",79360,B47618434,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,QAjFpJWefvu--KSweA9Vpw..
"GRUPO POPLARS PROYECTOS Y OBRAS, S.L.",79354,B47618434,Obras,VALLADOLID,VALLADOLID,ESPAÑA,7NzvuEivFKEe1RlObrZGkQ..
"GRUPO POPLARS PROYECTOS Y OBRAS, S.L.",79954,B47635438,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,YVsnHtNLmWh-ICGiBdJjaQ..
"CONTRATAS Y SERVICIOS MACOSUR, S.L.",79771,B47650098,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,_hAZrNx4LaLigAcyDkDcrA..
"CONTRATAS Y SERVICIOS MACOSUR, S.L.",81711,B47751615,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,DInOu40H8PhrttXyGYWi3g..
"ACTUA INFRAESTRUCTURAS, S.L.",81014,B47755624,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,Veoc0m1-kawYgBzF-2Gcjg..
"ACTUA INFRAESTRUCTURAS, S.L.",81015,B47755624,Obras,VALLADOLID,VALLADOLID,ESPAÑA,JT_51c8tmYZB0C4yI5rrBw..
"PEÑUELA LUQUE CONSTRUCCIONES SIGLO XXI, S.L.",81963,B47761853,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,sIrZWsndoFGw_C6DiYcPQw..
"PEÑUELA LUQUE CONSTRUCCIONES SIGLO XXI, S.L.",82117,B47768296,Obras,VALLADOLID,VALLADOLID,ESPAÑA,MXSNdtiRIrqanpQlBHc1hg..
"OBRATEC INGENIERIA, S.L.",81306,B47772116,Obras,VALLADOLID,VALLADOLID,ESPAÑA,-_s9DfonAvissdV2kLInFg..
"OBRATEC INGENIERIA, S.L.",81308,B47772116,Servicios,VALLADOLID,VALLADOLID,ESPAÑA,TIgT4miYQWnPOCueVQjDvQ..
"SMARTTECH SYSTEMS, S.L.",66779,B47370853,Servicios,ZARATAN,VALLADOLID,ESPAÑA,5rh2-GYEDWt6Zqkuy63p1w..
"VGC GLOBAL, S.L.",75618,B47370853,Obras,ZARATAN,VALLADOLID,ESPAÑA,ncl_GyFVlxJfW5rujGlEWA..
"JARDINERIA COSTA DEL SOL LR, S.L.",55840,B47484530,Servicios,ZARATAN,VALLADOLID,ESPAÑA,Xxn3kqyLwOJ8BjlhpopvYw..
"BRACE UP, S.L.",4296,A48093421,Obras,ABADIÑO,VIZCAYA,ESPAÑA,1_GDOIojmzJmaIXs0z-RGQ..
"SOLUCIONES TECNOLOGICAS APLICADAS AL MEDIO, S.L.",30729,A48154348,Obras,ABANTO Y CIERVANA,VIZCAYA,ESPAÑA,K60EDAomLfLLtazCFnr5Jw..
"SEÑALIZACIONES DE LA GUARDIA, S.L.",52143,B95116414,Servicios,ABANTO Y CIERVANA,VIZCAYA,ESPAÑA,KPjlCW_B89IaHWzlYWOR_g..
"SEÑALIZACIONES DE LA GUARDIA, S.L.",36315,A48167373,Obras,ABANTO Y CIERVANA-ABANTO,VIZCAYA,ESPAÑA,Y69_xQ4GNlr6gxIgQylp4g..
"MARAMADOS GROUP, S.L.",37974,A48416820,Servicios,ABANTO Y CIERVANA-ABANTO,VIZCAYA,ESPAÑA,Ix8jUq2daXqJ0aIKrN7NlQ..
"CONSTRUCCIONES GOVASUR INGENIEROS ASOCIADOS, S.L.",73216,B48310437,Servicios,ABANTO Y CIERVANA-ABANTO,VIZCAYA,ESPAÑA,dR8ATn8cVvj7J-KTc3FxPg..
"INGENIERIA GESTION ENERGETICA Y ESTUDIO DE OBRAS, S.L",38561,A48210553,Obras,AMOREBIETA-ETXANO,VIZCAYA,ESPAÑA,DhXr27POxkq0zZ9K7ISyeg..
"INGENIERIA CULTURAL Y DE OCIO , S.L",44146,A48210553,Servicios,AMOREBIETA-ETXANO,VIZCAYA,ESPAÑA,aGymJowWcLk8SjkJJnkl_w..
"CONSTRUCCIONES MESOLGAR, S.L.",33071,B48164602,Servicios,AMOREBIETA-ETXANO,VIZCAYA,ESPAÑA,ItqQsxRbetUfUezNbmalVg..
AZOGUE INGENIERIA SL,79907,B95521266,Obras,AMOREBIETA-ETXANO,VIZCAYA,ESPAÑA,-jbDlq5znA_zIoPOxKyz8Q..
"OBRAS E INFRAESTRUCTURAS MARBELLA, S.L.",78769,B95521266,Servicios,AMOREBIETA-ETXANO,VIZCAYA,ESPAÑA,6cQHOPTBYfIAYfCky7OdrQ..
"FCC EQUAL CEE ANDALUCIA, S.L.",44876,A48430193,Obras,ARRANKUDIAGA,VIZCAYA,ESPAÑA,kDVWQqYpYok7-la8S6-L2w..
"A7GR SERVICIOS Y OBRAS, S.L.",57326,A48430193,Servicios,ARRANKUDIAGA,VIZCAYA,ESPAÑA,skQBO7MMEhkQWHEDdvv3Ig..
"A7GR SERVICIOS Y OBRAS, S.L.",42431,A48282156,Obras,ARRIGORRIAGA,VIZCAYA,ESPAÑA,LdJgVXUbKNNAYoP_thIf8A..
"BIOIMSA CONTROL DE PLAGAS, S.L.",49967,B48261853,Obras,BALMASEDA,VIZCAYA,ESPAÑA,9-0G2ClZxjCyuqxmM47NjA..
"CRUCEGAR, S.L.",34341,A48138390,Obras,BARAKALDO,VIZCAYA,ESPAÑA,qHBQ0F8yOrLlIhldjADneA..
"MACAL CONSTRUCCIONES Y CONTRATAS, S.L.",23557,A48138390,Servicios,BARAKALDO,VIZCAYA,ESPAÑA,VeT0bsn2hha9PKH_Xr3w5w..
"OTERO BUILDERS, S.L.",56654,A48982961,Servicios,BARAKALDO,VIZCAYA,ESPAÑA,lRvDByMOaoMcwTXUYyKtMQ..
"INDO MULTISERVICIOS, S.L.",55370,B95215752,Servicios,BARAKALDO,VIZCAYA,ESPAÑA,AEWzp_2CIsVVbUmqtBZA2w..
"INDO MULTISERVICIOS, S.L.",77646,B95335733,Servicios,BARAKALDO,VIZCAYA,ESPAÑA,FE48Y3p3kKkZDp7UFtIUZA..
"MARILES MEDITERRANEO, S.L.",77360,B95335733,Obras,BARAKALDO,VIZCAYA,ESPAÑA,_rOttkjOvKVuLxSvciv8zw..
INSODISCAP S.L.,59792,B95357380,Obras,BARAKALDO,VIZCAYA,ESPAÑA,loeR8Ry5sSyBLDuwdUNiQw..
"GESTION Y TAXIS, S.L.",61945,B95405247,Servicios,BARAKALDO,VIZCAYA,ESPAÑA,Pxk4SvJwVW-dMHCC8PJ-Yg..
"ARYON BUILDINGS, S.L.",78373,B95700480,Obras,BARAKALDO,VIZCAYA,ESPAÑA,Nijce5dXBZ0nV2cxa8VJZA..
"DRAGADO Y MANTENIMIENTO DE PUERTOS, S.L.",31530,A48203996,Servicios,BASAURI,VIZCAYA,ESPAÑA,HqiCEE3TYCtch5CJcnnhuw..
"VILARIÑO MOVIMIENTO DE TIERRRAS Y OBRAS, S.L.",79724,A48425896,Servicios,BASAURI,VIZCAYA,ESPAÑA,n_qlk3ddTuQHSSeiCxHVaQ..
"VILARIÑO MOVIMIENTO DE TIERRRAS Y OBRAS, S.L.",35650,B48534317,Obras,BASAURI,VIZCAYA,ESPAÑA,FYO5jq0x9DhGC1yEgaoWQQ..
CONSTRUCCIONES CASTRO BOUZADA S.L.,58021,B48534317,Servicios,BASAURI,VIZCAYA,ESPAÑA,ji4AOBg9_0e8rx4JqvcskQ..
"MONTEFARO ELECTRICIDADE, S.L.U.",47894,B48653521,Obras,BASAURI,VIZCAYA,ESPAÑA,bgRGxjlb8rJmL0dkvPBuBg..
"MONTEFARO ELECTRICIDADE, S.L.U.",58599,B62742192,Obras,BERANGO,VIZCAYA,ESPAÑA,yrSLF6kPJiRm9keUCA4KeQ..
"CANALIS SOLUCIONES TECNOLOGICAS, S.L.",49800,A01310630,Obras,BILBAO,VIZCAYA,ESPAÑA,oWdpD3xoCPbkLQmsulbKHw..
"CANALIS SOLUCIONES TECNOLOGICAS, S.L.",6297,A20080669,Obras,BILBAO,VIZCAYA,ESPAÑA,oMYsGC3epak2SPDkEvbwVg..
"ECOMIR CONSTRUCCIONES Y CONTRATAS, S.L.",62603,A20633079,Servicios,BILBAO,VIZCAYA,ESPAÑA,nU2GkO3ykJLUg66gQyzbrQ..
"DYLAN MARINAS, S.L.",31632,A28517308,Obras,BILBAO,VIZCAYA,ESPAÑA,YLnIYHygkfkYnk9hBhodrQ..
"ACTIVIDADES DE CONSTRUCCION EDIFICACION Y VIALES, S.L.",31105,A28517308,Servicios,BILBAO,VIZCAYA,ESPAÑA,sDQdz2EmWUGK_-MkRK_Sqw..
"EICROS GESTION, S.L.",77489,A40008195,Servicios,BILBAO,VIZCAYA,ESPAÑA,VZEq6gfcDmSBgbPBHiH6Pg..
"EICROS GESTION, S.L.",11424,A40008195,Obras,BILBAO,VIZCAYA,ESPAÑA,KOpLysYKebKKbYmk3c081Q..
"RONAUTICA QUALITY MARINAS, S.L.",37080,A48017768,Servicios,BILBAO,VIZCAYA,ESPAÑA,RopkbqiM1oAr1IrdHgEIbA..
DEPUR GM DESEÑO E OBRA S.L.,88,A48022461,Obras,BILBAO,VIZCAYA,ESPAÑA,fJtIbJhai8962IjGj07bxw..
